Type,Localisation,Title,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Current_state,Age
Appartements,Aïn Sebaâ ,Appartement en vente à Aïn Sebaâ. Surface totale 56 m². Grand balcon,380000.0,Casablanca,56.0,1.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Apt 169 m² sans vis à vis 3 chambres Palmiers,3200000.0,Casablanca,169.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartement à vendre à socrate,1950000.0,Casablanca,136.0,10.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Très joli appartement de 164m2,2650000.0,Casablanca,164.0,5.0,3.0,2.0,12.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Appartement 100 m² à vendre, Palmiers, Casablanca",1800000.0,Casablanca,100.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,"Appartement 108 m² à vendre, Maârif Extension",2100000.0,Casablanca,108.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Crêtes ,Appartement en plein californie,3180000.0,Casablanca,216.0,4.0,4.0,3.0,2.0,[],Non Specifique,Non Specifique
Villas,Polo ,Villa 805 m² 5 chambres Polo / Les crêtes,8400000.0,Casablanca,805.0,4.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Oasis ,"Belle Villa 935 m² à vendre, Oasis, Casablanca",10800000.0,Casablanca,935.0,12.0,7.0,8.0,,[],Non Specifique,Non Specifique
Villas,Tantonville ,Opportunité d'une Très Belle Villa en vente quartie,5300000.0,Casablanca,378.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement en vente à Belvédère. 2 chambres. Parking et terrasse,1150000.0,Casablanca,141.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Oasis vente studio vide terrasse 53 m²,1200000.0,Casablanca,53.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement à l'achat à Oulfa. 3 grandes pièces. Salon traditionnel et système d'antenne parabolique,1995968.0,Casablanca,99.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab Extension ,Appartement Haut standing sans vis a vis à vendre,4100000.0,Casablanca,164.0,5.0,2.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Ain Chock ,Appartement à vendre à Ain Chock,660000.0,Casablanca,65.0,2.0,2.0,1.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Californie vente luxueuse villa jardin piscine,12000000.0,Casablanca,860.0,5.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Anfa ,Appartement 2 chambres Anfa,2190000.0,Casablanca,131.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Californie ,Villa à vendre de 1400m² a californie,12808345.0,Casablanca,1400.0,8.0,5.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Très bel appartement à vendre à AIN SEBAA,935000.0,Casablanca,89.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Très beau studio à vendre à AIN SEBAA,550000.0,Casablanca,50.0,2.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,TRIANGLE D'OR Appartement 4 chambres terrasse,5000000.0,Casablanca,269.0,6.0,5.0,4.0,5.0,[],Non Specifique,Non Specifique
Appartements,Burger ,Appartement à vendre à Casablanca. Superficie 128 m². Parking et ascenseur,1650000.0,Casablanca,128.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine Extension ,Appartement à vendre à Casablanca. Surface de 190 m². Salon et antenne parabolique,3800000.0,Casablanca,190.0,5.0,4.0,2.0,2.0,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,Magnifique villa a vendre a proximite de sindibdad,10000000.0,Casablanca,600.0,6.0,3.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Vente d'un bel appartement à Casablanca. 4 belles chambres. Ascenseur et places de parking,4500000.0,Casablanca,205.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Vente d'un bel appartement sup 128 m hab à Casa. 5 pièces. Places de parking et terrasse,1730000.0,Casablanca,128.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement 190m2 Haut standing à Racine,3800000.0,Casablanca,190.0,5.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Centre Ville ,Appartement à vendre,1600000.0,Casablanca,135.0,4.0,3.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Bel appartement 123m² moyen standing à Sidi Maarouf,1300000.0,Casablanca,123.0,4.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Maisons,Sidi Maarouf ,Belle maison triplex meublé à Sidi Maarouf florida,2950000.0,Casablanca,303.0,5.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Derb Omar ,Appartement en bon etat a Mohamed Smiha,1100000.0,Casablanca,94.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Maisons,Hay Mohammadi ,Maison a vendre,1450000.0,Casablanca,65.0,8.0,6.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Hay Alhoda ,"Bel appartement à vendre à Hay Alhoda. Surface de 66 m². Salon typique marocain, résidence sécurisée.",240000.0,Casablanca,66.0,6.0,4.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Foncière ,Superbe appartement à vendre à Foncière. 3 chambres agréables. Parking et terrasse,1995968.0,Casablanca,173.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Apt 200 m² 3 chambres terrasse neuf ensoleillé,2250000.0,Casablanca,200.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa 1000 m² Californie 6 chambres plein sud,13500000.0,Casablanca,1000.0,9.0,6.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appt standing a Oulfa casa,1995968.0,Casablanca,75.0,1.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Affaire à saisir: vente appartement maarif ext,790000.0,Casablanca,99.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Est ,Vente d'un studio de haut standing,1250000.0,Casablanca,51.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Studio a vendre 58m2 a Ain Diab,880000.0,Casablanca,58.0,2.0,1.0,1.0,7.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Magnifique Appartement à vendre sur Gauthier,4200000.0,Casablanca,244.0,5.0,3.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement à vendre à Oulfa. 2 chambres. Salon marocain traditionnel,450000.0,Casablanca,60.0,4.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement quasi neuf rond point des sports,2990000.0,Casablanca,143.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Riviera ,Riviera vente appartement 117 m²,2225000.0,Casablanca,117.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appartement 97m 1,1350000.0,Casablanca,97.0,4.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Sidi maarouf vente villa 3 niveaux jardin,4500000.0,Casablanca,440.0,5.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Al Azhar ,Superbe appartement à vendre à Al Azhar. Surface totale 70 m². Internet,1995968.0,Casablanca,70.0,4.0,3.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Appartement 80m2 haut standing à Casaview,1130000.0,Casablanca,80.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,Appartement à Maarif à vendre prix négociable,1995968.0,Casablanca,118.0,5.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement à l'achat à Aïn Sebaâ. Surface totale 64 m². Jardin et garage,680000.0,Casablanca,64.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Maisons,Hay Hassani ,Maison à l'achat à Sidi Rahhal . Superficie 240 m². Espace vert.,500000.0,Casablanca,240.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Appartement 170 m² à vendre, Palmiers, Casablanca",3060000.0,Casablanca,170.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,"Appartement 227 m² à vendre, Triangle d'or, Casa",3600000.0,Casablanca,227.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,"Appartement 164 m² à vendre, CIL, Casablanca",2700000.0,Casablanca,164.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement à vendre à Maârif Extension. Surface totale 124 m²,1995968.0,Casablanca,124.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Californie ,Belle villa dans le beau Californie,15500000.0,Casablanca,1025.0,7.0,4.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Gauthier plein soleil sans vis a vis,3300000.0,Casablanca,165.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Casablanca,Villa d'exception en plein bld Kennedy de 1800 m2 a la vente,40000000.0,Casablanca,1800.0,,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Racine Extension ,Vente d'un bel appartement à Racine Extension. Surface totale 191 M2,1995968.0,Casablanca,191.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Tantonville ,Appartement à Vendre à Tantonville,1450000.0,Casablanca,81.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Bel Appartement à Vendre au Triangle d'Or,1900000.0,Casablanca,91.0,4.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Bel Appartement à Vendre au Quartier des Hôpitaux,1100000.0,Casablanca,79.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oasis ,Appartements Neufs à Vendre à l'Oasis,1900000.0,Casablanca,80.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Bel Appartement à Vendre au Quartier des Hôpitaux,1500000.0,Casablanca,111.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Bel Appartement à Vendre à la Gironde,1500000.0,Casablanca,100.0,4.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Habbous ,Vente villa,5400000.0,Casablanca,420.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Appt val fleuri 139m 3 ch,1950000.0,Casablanca,139.0,3.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Grand Appartement 3 chambres en Vente à Côte du quartier Racine,3200000.0,Casablanca,256.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Ain Chock ,"Superbe appartement à vendre à Ain Chock. 4 grandes pièces. Salon Marocain, sécurité",1680000.0,Casablanca,105.0,4.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement à l'achat à Les princesses. Superficie 68 m². Antenne parabolique et sécurité.,1200000.0,Casablanca,68.0,3.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Benjdia ,Bel appart. Porte blindée et résidence sécurisée,1310000.0,Casablanca,107.0,4.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,"Vend appartement à Gauthier. Surface totale 79 m². Résidence avec concierge, climatisation générale",1500000.0,Casablanca,79.0,3.0,2.0,1.0,8.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement a vendre à PERLE OULFA,997000.0,Casablanca,95.0,5.0,3.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Bel Appartement à vendre,570000.0,Casablanca,77.0,4.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Villas,Oasis ,Villa a vendre oasis 930 m2,9500000.0,Casablanca,930.0,8.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Hay Zobir ,"Appartement à vendre à Kasba Amine 1,3 grandes pièces. Cuisine entièrement équipée",340000.0,Casablanca,55.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,"Appartement à vendre, 86 m2, Triangle d'or",1700000.0,Casablanca,86.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Al Qods ,Appartement à vendre,1000000.0,Casablanca,94.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Ain Chock ,Appartement à vendre à ainchoq,530000.0,Casablanca,60.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Villas,Casablanca,"Villa à vendre 300m2 CIL, Casablanca",5500000.0,Casablanca,300.0,,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement à vendre quartier ABDELMOUMEN,1580000.0,Casablanca,110.0,4.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement en vente à Maârif. Surface totale 101 m². Cuisine bien équipée,1995968.0,Casablanca,101.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,❗️Appartement style americain sans vis a vis,2500000.0,Casablanca,132.0,3.0,2.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appartement à vendre à Les Hôpitaux. 3 chambres.,1400000.0,Casablanca,105.0,2.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement à la vente à bourgoge,1200000.0,Casablanca,82.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Bel appartement à vendre à La Gironde. 3 chambres. Ascenseur et terrasse,1240000.0,Casablanca,103.0,5.0,3.0,2.0,9.0,[],Non Specifique,Non Specifique
Appartements,Al Azhar ,"Vente d'un bel appartement à Al Azhar. 4 grandes pièces. Porte blindée, salon marocain",1995968.0,Casablanca,104.0,4.0,3.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Nassim 1 ,Bel appartement vendre sidi maarouf Nassim 3 chambres Terrasse et jardin,1270000.0,Casablanca,115.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Vente appartement à fath 3 route errahma casa,300000.0,Casablanca,54.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Vend appartement à Maârif Extension. Surface de 112 m². Ascenseur et stationnement,1450000.0,Casablanca,112.0,4.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement et Annexe à vendre 164 m² à Bourgogne,2700000.0,Casablanca,164.0,6.0,3.0,2.0,,[],Non Specifique,Non Specifique
Maisons,Hay Mohammadi ,Maison à Hay mohammadi,3282450.0,Casablanca,288.0,10.0,6.0,4.0,,[],Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,Bel appartement dans une résidence fermée au Cil,1650000.0,Casablanca,111.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Nassim 1 ,Maison de haut standing à vendre à Nassim 1.8 grandes pièces. Piscine et air conditionné,9500000.0,Casablanca,500.0,8.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Vente appartement californie sans vis à vis,1750000.0,Casablanca,125.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Villas,Oulfa ,Villa Oulfa Neuve A Vendre,3950000.0,Casablanca,400.0,7.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Bernoussi ,Appartement à l'achat à Bernoussi. 3 chambres agréables. Espace vert.,400000.0,Casablanca,74.0,4.0,3.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Vente d'un magnifique appartement à Bourgogne,2089000.0,Casablanca,137.0,8.0,3.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Roches Noires ,Appartement 75m² Roches noires 880 KDh,880000.0,Casablanca,75.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement 66m² Belvédère 720 KDh,720000.0,Casablanca,66.0,2.0,1.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement 88 m² Belvédère TRAM 78 U,780000.0,Casablanca,88.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement 63m² Maarif Romandie 700 KDh,700000.0,Casablanca,63.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,"Appartement terrasse 124m² Bourgogne 1,34 Mdh",1340000.0,Casablanca,124.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Anassi ,Vente appartement de 3 chambres anassi,500000.0,Casablanca,69.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Appartement de vente à sidi maarouf,420000.0,Casablanca,59.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Bonne affaire à ne pas rater appartement Avendre,1030000.0,Casablanca,100.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Beauséjour ,agréable apprt en vente et location beauséjour98m²,1200000.0,Casablanca,98.0,2.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Racine belle adresse sans vis a vis,2100000.0,Casablanca,113.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Hay Al Amal ,Superbe appartement à vendre à Hay Al Amal. 1 belle chambre,1600.0,Casablanca,33.0,1.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Nassim 2 ,Appartement à vendre,1450000.0,Casablanca,143.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement à l'achat à Gauthier,3000000.0,Casablanca,155.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Magnifique appartement à vendre à Racine de 160m²,3950000.0,Casablanca,160.0,7.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,"Appartement 82m² Ferme Bretone 1,13 MDH",1130000.0,Casablanca,82.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Incroyable Appartement à vendre sur Racine,5100000.0,Casablanca,275.0,8.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Studio 64m² Gauthier 950 KDh,950000.0,Casablanca,64.0,1.0,1.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Magnifique appartement à vendre à Racine de 160m²,3150000.0,Casablanca,160.0,7.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Villas,Anfa Supérieur ,VENTE VILLA MODERNE ANFA SUPÉRIEUR,24000000.0,Casablanca,805.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,"Appartement 59 m² à vendre, Ferme Bretonne, Casa",1200000.0,Casablanca,59.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,"Appartement 107 m² à vendre, Ferme Bretonne, Casa",2086500.0,Casablanca,107.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Beauséjour ,a vendre joli appartement 96 m2 route eljadida,1300000.0,Casablanca,96.0,1.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,A vendre grande appartement 210 m2 les hopitaux,2500000.0,Casablanca,210.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Mers Sultan ,A vendre très joli appartement de 158m2,2500000.0,Casablanca,158.0,5.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,a vendre joli appartement 101 m2 maarif,1150000.0,Casablanca,101.0,1.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,a vendre joli appartement neuf de 116 m2 les princesses,2100000.0,Casablanca,116.0,3.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Franceville ,A vendre appartement 115 m2 france ville,1610000.0,Casablanca,115.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement 95 m2 belevédere,1100000.0,Casablanca,95.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Très joli appartement de 134 m2 bd résistance,1850000.0,Casablanca,134.0,1.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Maisons,Hay Mohammadi ,Maison vendre,3000000.0,Casablanca,158.0,1.0,15.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Studio à vendre à les Princesses,1200000.0,Casablanca,56.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Est ,Appartement spacieux 3 chambres à bourgone,1650000.0,Casablanca,118.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appt a vendre a biranzarran sup 126 m hab 3 ch,1850000.0,Casablanca,126.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement à vendre à Casablanca,1120000.0,Casablanca,81.0,4.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Appt a vendre a val fleuri sup 124 avec 2 ch et terrasse,1590000.0,Casablanca,124.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Studios neufs à vendre,1000000.0,Casablanca,42.0,2.0,1.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Duplex de 113 m2 à vendre à Gauthier,2050000.0,Casablanca,113.0,4.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,Magnifique villa à AIN DIAB. 5 chambres.vue mer,7100000.0,Casablanca,365.0,10.0,5.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement haut standing,4500000.0,Casablanca,261.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,"Bel Appart 3 ch Californie, 95 m² Bon prix",960000.0,Casablanca,95.0,5.0,3.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Hay Hassani ,Appartement 124m à vendre,1500000.0,Casablanca,124.0,3.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Studio et appartement à la vente Val fleury,1200000.0,Casablanca,55.0,3.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement propre,660000.0,Casablanca,72.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Centre Ville ,Appartement duplex centre ville,450000.0,Casablanca,40.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Maisons,Sidi Maarouf ,Maison à acheter à Sidi Maarouf. 7 grandes pièces. Antenne parabolique et sécurité,2200000.0,Casablanca,80.0,7.0,5.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement 97m à résidence Prestige aloulfa,1100000.0,Casablanca,97.0,3.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Moulay Youssef ,Bel appartement Boulevard Moulay Youssef,3725000.0,Casablanca,146.0,4.0,3.0,3.0,4.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement bien située quartier palmier 143m,17000.0,Casablanca,143.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Bel appartement sans vis à vis sur 2 Mars,2100000.0,Casablanca,196.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Bel appartement avec une terrasse au Maarif,1220000.0,Casablanca,75.0,3.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Anfa ,Splendide appartement HS à vendre,950000.0,Casablanca,46.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Bel appartement HS à vendre à la Gironde,830000.0,Casablanca,83.0,3.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement en vente à Californie. Surface totale 120m². Parking et terrasse,1400000.0,Casablanca,120.0,8.0,3.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Hay Lmkansa ,Superbe appartement à vendre à Casablanca. 2 chambres. Espaces verts et ascenseur,800000.0,Casablanca,73.0,3.0,2.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Appartement en Vente à Casablanca,720000.0,Casablanca,102.0,5.0,3.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement à vendre à CALIFORNIE avec terrasse,2000000.0,Casablanca,149.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa à vendre à Californie isolée,7800000.0,Casablanca,440.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement à vendre a bélvédére,1000100.0,Casablanca,71.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine ,"Chic Appartement en vente sur Racine, Anfa",7000000.0,Casablanca,350.0,7.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Moderne appartement à vendre sur Gauthier,3150000.0,Casablanca,138.0,6.0,2.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,MAGNIFIQUE DUPLEX SUR CFC de 206m²,6200000.0,Casablanca,206.0,10.0,3.0,3.0,8.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Bel Appartement à Vendre sur Triangle D'or,5400000.0,Casablanca,373.0,6.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,Moderne Appartement à vendre sur Palmier de 130m²,2350000.0,Casablanca,130.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Bel Appartement en vente sur Boulevard Massira,4900000.0,Casablanca,188.0,7.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Bel Appartement à vendre su Bd Ghandi,1850000.0,Casablanca,105.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Bel appartement à vendre sur les Princesses,1650000.0,Casablanca,100.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Belle maison à vendre à proximité du CIL,4500000.0,Casablanca,286.0,9.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement de luxe à vendre á Jnane Californie,2950000.0,Casablanca,171.0,5.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Bernoussi ,Apt à vendre à Bernoussi. Superficie 84 m²,400000.0,Casablanca,84.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
